23,14,18,18,18,19,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
26,1,8,8,8,7,27,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
26,2,9,9,9,6,27,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
26,2,9,9,9,6,27,0,0,0,0,0,0,0,0,0,0,0,0,0,23,14,17,13,13,13,13,15,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
26,2,9,9,9,6,27,0,0,0,0,0,0,0,0,0,0,0,0,0,26,1,8,8,8,8,8,7,27,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
26,2,6,21,21,22,0,0,0,0,0,0,0,0,0,0,0,0,0,20,26,2,9,9,9,9,9,6,27,0,0,0,0,0,0,0,0,0,0,28,29,0,0,0,0,0,0,0,0,0,
26,2,6,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,20,26,2,6,21,21,21,22,21,0,0,0,0,0,0,0,0,23,14,13,18,19,17,15,25,0,0,0,0,0,0,
26,2,6,27,0,0,0,0,0,0,0,0,0,28,29,0,0,0,0,0,26,24,24,27,0,0,0,0,0,0,0,0,0,0,0,0,26,1,8,8,8,8,7,27,0,0,0,0,0,0,
26,2,6,27,0,0,0,0,0,23,14,11,13,18,19,16,15,25,0,0,26,24,24,27,0,0,0,0,0,0,0,0,0,0,0,0,26,2,9,5,3,9,6,27,0,0,0,0,0,0,
26,2,6,27,0,0,0,0,0,26,1,8,8,9,9,8,7,14,13,13,13,2,6,27,0,0,0,0,0,0,0,0,0,0,0,0,26,2,9,5,3,9,6,27,0,23,17,17,25,0,
26,2,6,27,0,0,0,0,0,26,2,9,9,9,9,9,9,8,8,8,8,9,9,14,13,13,17,13,15,25,0,0,0,0,0,0,26,2,9,5,3,9,6,27,0,26,9,9,27,0,
26,2,6,27,0,0,0,0,0,26,2,9,9,9,9,9,9,9,9,9,9,9,9,8,8,8,8,8,7,14,16,13,13,16,13,13,15,2,9,3,5,9,6,14,12,15,9,9,27,0,
26,2,6,27,0,0,0,0,0,26,2,9,9,9,9,9,6,21,22,21,22,21,2,9,9,9,9,9,9,8,8,8,8,8,8,8,8,9,9,9,9,9,9,8,8,8,9,9,27,0,
26,2,6,27,0,0,0,0,0,26,2,9,9,9,9,9,6,30,0,0,0,0,21,22,21,21,21,2,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,27,0,
26,2,6,27,17,25,0,0,0,0,21,21,22,21,22,21,21,0,0,0,0,0,0,0,0,0,10,21,22,21,21,21,22,21,21,21,21,22,21,21,22,21,22,21,21,22,2,9,27,0,
26,2,6,27,24,27,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,10,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,26,24,24,27,0,
26,2,6,12,24,27,0,0,0,0,0,0,0,0,28,29,0,0,0,0,0,0,0,0,0,0,10,10,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,26,24,24,27,0,
26,2,9,8,9,27,0,0,0,0,0,0,0,23,18,19,25,0,0,0,0,23,17,13,13,17,25,10,10,0,0,0,0,0,0,0,0,28,29,0,28,29,0,0,0,26,2,6,27,0,
26,2,9,9,6,27,0,0,0,0,0,0,0,26,24,24,27,0,0,0,0,26,9,8,8,9,14,13,15,13,13,15,13,13,15,13,13,18,19,13,18,19,13,14,16,15,2,6,27,0,
0,21,22,2,6,14,13,13,13,13,13,13,11,12,24,24,14,11,13,16,13,15,9,9,9,9,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,9,6,27,0,
0,0,23,2,9,8,8,8,8,8,8,8,8,8,9,9,8,8,8,8,8,8,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,6,16,11,2,9,9,9,9,9,9,6,27,0,
0,0,26,2,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,6,21,21,22,21,21,2,6,21,22,21,22,2,8,8,6,22,21,21,21,21,22,22,0,0,
0,0,0,22,21,21,22,21,2,6,21,21,21,22,21,21,22,21,21,21,22,21,2,9,9,6,0,0,0,0,0,2,6,27,0,0,0,2,9,9,6,27,0,0,0,0,0,0,0,0,
0,0,0,0,0,0,0,23,2,6,25,0,0,0,0,0,0,0,0,0,0,0,21,22,22,21,0,0,0,0,0,2,6,27,0,0,26,2,9,9,6,27,0,0,0,0,0,0,0,0,
0,0,23,14,16,13,13,15,2,6,27,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,6,27,0,0,26,2,9,9,6,27,0,0,0,0,0,0,0,0,
0,0,26,1,8,8,8,8,9,6,27,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,6,27,0,0,0,21,21,22,21,0,0,0,0,0,0,0,0,0,
0,0,26,2,9,9,9,9,9,6,27,0,0,0,0,0,0,0,0,0,0,23,14,16,13,16,13,11,13,14,15,2,6,14,16,13,17,13,17,13,17,15,25,0,0,0,0,0,0,0,
0,0,0,21,22,21,22,21,2,6,27,0,0,0,0,0,0,0,0,0,0,26,1,8,8,8,8,8,8,8,8,9,9,8,8,8,9,8,9,8,9,6,27,0,0,0,0,0,0,0,
0,0,0,0,0,0,0,23,2,6,12,25,0,0,0,0,0,0,0,0,0,26,2,9,4,4,4,9,9,9,9,9,9,4,4,4,9,4,9,4,9,6,27,0,0,0,0,0,0,0,
0,0,0,0,0,0,0,26,2,9,7,17,25,0,0,0,0,0,0,0,0,26,2,6,21,21,21,2,9,9,3,9,6,21,22,21,21,22,21,21,2,6,27,0,0,0,0,0,0,0,
0,0,0,0,0,0,0,26,2,9,9,9,12,25,0,0,0,0,0,0,0,26,2,6,14,13,15,2,9,7,9,9,6,14,17,13,11,13,17,15,2,6,27,0,0,0,0,0,0,0,
0,0,23,17,17,25,0,26,2,9,9,9,7,17,25,0,0,0,0,0,0,26,2,9,8,8,8,9,9,9,9,9,9,8,9,8,8,8,9,8,9,6,27,0,0,0,0,0,0,0,
